redis_1          | 1:M 17 Oct 2025 08:58:18.019 * 1 changes in 3600 seconds. Saving...
celery-worker_1  | [2025-10-14 23:30:00,099: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[7d814983-e374-497b-8b2c-15352a305ac2] succeeded in 0.0466090957634151s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-14 23:45:00,012: INFO/MainProcess] Task planning.tasks.send_deadline_notification[065e3ff4-01f5-4757-b956-501aa1225862] received
celery-worker_1  | [2025-10-14 23:45:00,042: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-14 23:45:00,045: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[065e3ff4-01f5-4757-b956-501aa1225862] succeeded in 0.030641062185168266s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 00:00:00,035: INFO/MainProcess] Task planning.tasks.send_deadline_notification[3851ee0f-03e4-414e-8833-424c63067f9f] received
celery-worker_1  | [2025-10-15 00:00:00,092: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 00:00:00,095: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[3851ee0f-03e4-414e-8833-424c63067f9f] succeeded in 0.0348395430482924s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 00:00:00,113: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[d0aab13e-ecab-4c8f-a7cc-e3f81a8ca792] received
celery-worker_1  | [2025-10-15 00:00:00,144: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 00:00:00,146: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[d0aab13e-ecab-4c8f-a7cc-e3f81a8ca792] succeeded in 0.031371455173939466s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 00:15:00,015: INFO/MainProcess] Task planning.tasks.send_deadline_notification[76d5b4b4-8dcc-4301-97d6-ac3fb0e748e5] received
celery-worker_1  | [2025-10-15 00:15:00,056: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 00:15:00,058: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[76d5b4b4-8dcc-4301-97d6-ac3fb0e748e5] succeeded in 0.04095844691619277s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 00:30:00,013: INFO/MainProcess] Task planning.tasks.send_deadline_notification[da047d32-5af4-4498-ab7c-661562744fea] received
celery-worker_1  | [2025-10-15 00:30:00,044: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[460a0e43-c27b-4e24-aed0-bb93463afd05] received
celery-worker_1  | [2025-10-15 00:30:00,064: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 00:30:00,066: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[da047d32-5af4-4498-ab7c-661562744fea] succeeded in 0.05146494507789612s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 00:30:00,078: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 00:30:00,081: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[460a0e43-c27b-4e24-aed0-bb93463afd05] succeeded in 0.03149431478232145s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 00:45:00,031: INFO/MainProcess] Task planning.tasks.send_deadline_notification[8f2dab4a-5b0f-4659-b1ec-e40e1c77ff10] received
celery-worker_1  | [2025-10-15 00:45:00,062: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 00:45:00,067: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[8f2dab4a-5b0f-4659-b1ec-e40e1c77ff10] succeeded in 0.03500249981880188s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 01:00:00,019: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[6950ce2a-32a7-44ee-848d-8a6bbfa133c3] received
celery-worker_1  | [2025-10-15 01:00:00,046: INFO/MainProcess] Task planning.tasks.send_deadline_notification[201ac471-6f42-4fd6-ab9c-d1dcdbb6e815] received
celery-worker_1  | [2025-10-15 01:00:00,057: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 01:00:00,065: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[6950ce2a-32a7-44ee-848d-8a6bbfa133c3] succeeded in 0.0434895409271121s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 01:00:00,101: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 01:00:00,104: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[201ac471-6f42-4fd6-ab9c-d1dcdbb6e815] succeeded in 0.05647487426176667s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 01:15:00,023: INFO/MainProcess] Task planning.tasks.send_deadline_notification[20efb1d0-d941-4b1d-9b9c-7c7681de1bb8] received
celery-worker_1  | [2025-10-15 01:15:00,054: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 01:15:00,059: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[20efb1d0-d941-4b1d-9b9c-7c7681de1bb8] succeeded in 0.03443379793316126s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 01:30:00,013: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[8182953b-6f59-49e5-8f69-cf1e521801e5] received
celery-worker_1  | [2025-10-15 01:30:00,039: INFO/MainProcess] Task planning.tasks.send_deadline_notification[c50f0dec-c26b-4a04-8b46-a73e1625bf2a] received
celery-worker_1  | [2025-10-15 01:30:00,040: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 01:30:00,049: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[8182953b-6f59-49e5-8f69-cf1e521801e5] succeeded in 0.03424193989485502s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 01:30:00,069: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 01:30:00,070: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[c50f0dec-c26b-4a04-8b46-a73e1625bf2a] succeeded in 0.03016497101634741s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 01:45:00,016: INFO/MainProcess] Task planning.tasks.send_deadline_notification[48aa5296-38bb-46c8-a570-9515ed49a20b] received
celery-worker_1  | [2025-10-15 01:45:00,042: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 01:45:00,050: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[48aa5296-38bb-46c8-a570-9515ed49a20b] succeeded in 0.03220926318317652s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 02:00:00,013: INFO/MainProcess] Task celery.backend_cleanup[9631b9da-1f2b-4a3c-b7e5-498ca55ff398] received
celery-worker_1  | [2025-10-15 02:00:00,022: INFO/ForkPoolWorker-2] Task celery.backend_cleanup[9631b9da-1f2b-4a3c-b7e5-498ca55ff398] succeeded in 0.005477113649249077s: None
celery-worker_1  | [2025-10-15 02:00:00,041: INFO/MainProcess] Task planning.tasks.send_deadline_notification[d708591e-4a7c-412b-8329-c195af2aa555] received
celery-worker_1  | [2025-10-15 02:00:00,066: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[0fdd5c67-59c3-4baa-aeb7-202f53c6fe74] received
celery-worker_1  | [2025-10-15 02:00:00,068: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 02:00:00,072: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[d708591e-4a7c-412b-8329-c195af2aa555] succeeded in 0.02883292641490698s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 02:00:00,099: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 02:00:00,101: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[0fdd5c67-59c3-4baa-aeb7-202f53c6fe74] succeeded in 0.03419647878035903s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 02:15:00,013: INFO/MainProcess] Task planning.tasks.send_deadline_notification[7a91b016-384a-47ea-ab57-abf56a58afdc] received
celery-worker_1  | [2025-10-15 02:15:00,038: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 02:15:00,039: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[7a91b016-384a-47ea-ab57-abf56a58afdc] succeeded in 0.02301515731960535s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 02:30:00,015: INFO/MainProcess] Task planning.tasks.send_deadline_notification[9ecb1595-8106-46c9-8519-a140023ce8d2] received
celery-worker_1  | [2025-10-15 02:30:00,044: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 02:30:00,046: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[9ecb1595-8106-46c9-8519-a140023ce8d2] succeeded in 0.02941828314214945s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 02:30:00,050: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[431ac1c0-d210-4968-9808-72d382af9c3c] received
celery-worker_1  | [2025-10-15 02:30:00,085: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 02:30:00,087: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[431ac1c0-d210-4968-9808-72d382af9c3c] succeeded in 0.03419071389362216s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 02:45:00,013: INFO/MainProcess] Task planning.tasks.send_deadline_notification[e9fce8d4-7c46-4c25-9d62-39950a4f8a48] received
celery-worker_1  | [2025-10-15 02:45:00,044: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 02:45:00,046: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[e9fce8d4-7c46-4c25-9d62-39950a4f8a48] succeeded in 0.031578685622662306s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 03:00:00,017: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[ae3534a9-18d2-49e8-8bed-5349e0d8bd01] received
celery-worker_1  | [2025-10-15 03:00:00,043: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 03:00:00,047: INFO/MainProcess] Task planning.tasks.send_deadline_notification[7edde755-8ce5-4e81-a55b-eae99b26f490] received
celery-worker_1  | [2025-10-15 03:00:00,048: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[ae3534a9-18d2-49e8-8bed-5349e0d8bd01] succeeded in 0.029120152816176414s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 03:00:00,087: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 03:00:00,089: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[7edde755-8ce5-4e81-a55b-eae99b26f490] succeeded in 0.03882114635780454s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 03:15:00,024: INFO/MainProcess] Task planning.tasks.send_deadline_notification[d8242303-c867-4f67-bf88-f8731c3337c6] received
celery-worker_1  | [2025-10-15 03:15:00,048: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 03:15:00,061: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[d8242303-c867-4f67-bf88-f8731c3337c6] succeeded in 0.03633920708671212s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 03:30:00,034: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[92feb1f4-03ea-4c77-bd72-212357b683bb] received
celery-worker_1  | [2025-10-15 03:30:00,059: INFO/MainProcess] Task planning.tasks.send_deadline_notification[7446e977-7150-4c66-91a3-dedb700330ff] received
celery-worker_1  | [2025-10-15 03:30:00,069: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 03:30:00,071: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[92feb1f4-03ea-4c77-bd72-212357b683bb] succeeded in 0.03599554626271129s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 03:30:00,096: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 03:30:00,099: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[7446e977-7150-4c66-91a3-dedb700330ff] succeeded in 0.03877528104931116s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 03:45:00,015: INFO/MainProcess] Task planning.tasks.send_deadline_notification[8b95a0a6-2cc1-43e1-a36f-ca8dd6df5d88] received
celery-worker_1  | [2025-10-15 03:45:00,050: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 03:45:00,052: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[8b95a0a6-2cc1-43e1-a36f-ca8dd6df5d88] succeeded in 0.029542299918830395s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 04:00:00,035: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[c46db4e6-7f54-4a87-9419-9c42343f5846] received
celery-worker_1  | [2025-10-15 04:00:00,088: INFO/MainProcess] Task planning.tasks.send_deadline_notification[3688158a-e93d-4109-b71d-ddd1e9c335b1] received
celery-worker_1  | [2025-10-15 04:00:00,105: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 04:00:00,107: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[c46db4e6-7f54-4a87-9419-9c42343f5846] succeeded in 0.07060270709916949s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 04:00:00,132: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 04:00:00,134: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[3688158a-e93d-4109-b71d-ddd1e9c335b1] succeeded in 0.04187008598819375s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 04:15:00,020: INFO/MainProcess] Task planning.tasks.send_deadline_notification[e3827e4f-1705-4266-8696-36023fe48de7] received
celery-worker_1  | [2025-10-15 04:15:00,058: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 04:15:00,061: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[e3827e4f-1705-4266-8696-36023fe48de7] succeeded in 0.03843529103323817s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 04:30:00,032: INFO/MainProcess] Task planning.tasks.send_deadline_notification[f9485762-fec1-4b3b-a64a-d0d109da622f] received
celery-worker_1  | [2025-10-15 04:30:00,064: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 04:30:00,066: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[f9485762-fec1-4b3b-a64a-d0d109da622f] succeeded in 0.03204870177432895s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 04:30:00,084: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[adec275b-5ba7-48d6-b914-0331df7ad47c] received
celery-worker_1  | [2025-10-15 04:30:00,132: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 04:30:00,135: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[adec275b-5ba7-48d6-b914-0331df7ad47c] succeeded in 0.04889775160700083s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 04:45:00,034: INFO/MainProcess] Task planning.tasks.send_deadline_notification[5d869531-b1fa-4412-b1e6-88b3e28c509d] received
celery-worker_1  | [2025-10-15 04:45:00,063: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 04:45:00,065: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[5d869531-b1fa-4412-b1e6-88b3e28c509d] succeeded in 0.02853456325829029s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 05:00:00,015: INFO/MainProcess] Task planning.tasks.send_deadline_notification[e881dc2d-4840-4307-a4c0-d4dbe873b876] received
celery-worker_1  | [2025-10-15 05:00:00,052: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[698af542-0657-4055-9e4c-f5df4e327faf] received
celery-worker_1  | [2025-10-15 05:00:00,059: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 05:00:00,072: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[e881dc2d-4840-4307-a4c0-d4dbe873b876] succeeded in 0.055539785884320736s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 05:00:00,090: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 05:00:00,093: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[698af542-0657-4055-9e4c-f5df4e327faf] succeeded in 0.03918046271428466s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 05:15:00,015: INFO/MainProcess] Task planning.tasks.send_deadline_notification[f73b0cef-794d-4b9f-b02f-b592966349c4] received
celery-worker_1  | [2025-10-15 05:15:00,047: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 05:15:00,049: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[f73b0cef-794d-4b9f-b02f-b592966349c4] succeeded in 0.03319340804591775s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 05:30:00,059: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[6d41e185-bce3-46d7-9e2b-0b0c90a9b88b] received
celery-worker_1  | [2025-10-15 05:30:00,090: INFO/MainProcess] Task planning.tasks.send_deadline_notification[64721e1d-c1a5-4ef1-b770-571d612c73f3] received
celery-worker_1  | [2025-10-15 05:30:00,110: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 05:30:00,112: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[6d41e185-bce3-46d7-9e2b-0b0c90a9b88b] succeeded in 0.051767764147371054s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 05:30:00,137: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 05:30:00,140: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[64721e1d-c1a5-4ef1-b770-571d612c73f3] succeeded in 0.04925689194351435s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 05:45:00,016: INFO/MainProcess] Task planning.tasks.send_deadline_notification[af0922ac-a726-4503-8b54-ae0a572f75cc] received
celery-worker_1  | [2025-10-15 05:45:00,044: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 05:45:00,047: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[af0922ac-a726-4503-8b54-ae0a572f75cc] succeeded in 0.02888867584988475s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 06:00:00,017: INFO/MainProcess] Task planning.tasks.send_reminder_days_before[7b4672d9-d0cb-40fc-8540-01104463ba57] received
celery-worker_1  | [2025-10-15 06:00:00,052: INFO/MainProcess] Task planning.tasks.send_deadline_notification[b8ea9cab-ebed-4dee-bbd4-64ebd414c433] received
celery-worker_1  | [2025-10-15 06:00:00,069: WARNING/ForkPoolWorker-2] [Rappel 3j] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 06:00:00,071: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_days_before[7b4672d9-d0cb-40fc-8540-01104463ba57] succeeded in 0.05204884801059961s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 06:00:00,084: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[f5e08bdc-8ac7-406c-b82f-8d9cbbddb23f] received
celery-worker_1  | [2025-10-15 06:00:00,104: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 06:00:00,106: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[b8ea9cab-ebed-4dee-bbd4-64ebd414c433] succeeded in 0.0522740981541574s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 06:00:00,124: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 06:00:00,126: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[f5e08bdc-8ac7-406c-b82f-8d9cbbddb23f] succeeded in 0.039893181063234806s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 06:15:00,019: INFO/MainProcess] Task planning.tasks.send_deadline_notification[4d54f280-17f0-48be-b4e7-083bc9c43672] received
celery-worker_1  | [2025-10-15 06:15:00,053: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 06:15:00,055: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[4d54f280-17f0-48be-b4e7-083bc9c43672] succeeded in 0.035304191056638956s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 06:30:00,055: INFO/MainProcess] Task planning.tasks.send_deadline_notification[dcb5e6d6-194a-49e0-b262-c9296d4d37a6] received
celery-worker_1  | [2025-10-15 06:30:00,085: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[7d6f3894-9ba3-489e-8334-3f6e17e95b71] received
celery-worker_1  | [2025-10-15 06:30:00,102: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 06:30:00,105: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[dcb5e6d6-194a-49e0-b262-c9296d4d37a6] succeeded in 0.04873956087976694s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 06:30:00,131: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 06:30:00,133: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[7d6f3894-9ba3-489e-8334-3f6e17e95b71] succeeded in 0.045603611040860415s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 06:45:00,019: INFO/MainProcess] Task planning.tasks.send_deadline_notification[12f60017-ab9d-44e6-8acd-2897cc426055] received
celery-worker_1  | [2025-10-15 06:45:00,048: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 06:45:00,052: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[12f60017-ab9d-44e6-8acd-2897cc426055] succeeded in 0.031104406341910362s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 07:00:00,018: INFO/MainProcess] Task planning.tasks.send_deadline_notification[f4d63a19-bacf-4a6c-848f-e460cf8d5091] received
celery-worker_1  | [2025-10-15 07:00:00,040: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[ef27757c-ea04-4033-9863-2f7a42945036] received
celery-worker_1  | [2025-10-15 07:00:00,049: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 07:00:00,051: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[f4d63a19-bacf-4a6c-848f-e460cf8d5091] succeeded in 0.03146958909928799s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 07:00:00,082: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 07:00:00,085: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[ef27757c-ea04-4033-9863-2f7a42945036] succeeded in 0.03921651095151901s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 07:15:00,023: INFO/MainProcess] Task planning.tasks.send_deadline_notification[b82bec48-a7d6-4ff8-9f2b-662ae8551f66] received
celery-worker_1  | [2025-10-15 07:15:00,056: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 07:15:00,060: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[b82bec48-a7d6-4ff8-9f2b-662ae8551f66] succeeded in 0.03425014624372125s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 07:30:00,020: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[8dc3b418-3d3e-474f-8e3f-7ef8b470df83] received
celery-worker_1  | [2025-10-15 07:30:00,051: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 07:30:00,053: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[8dc3b418-3d3e-474f-8e3f-7ef8b470df83] succeeded in 0.03190416656434536s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 07:30:00,060: INFO/MainProcess] Task planning.tasks.send_deadline_notification[a2dde7ab-9789-4736-84d0-ce0f3257aa10] received
celery-worker_1  | [2025-10-15 07:30:00,104: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 07:30:00,106: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[a2dde7ab-9789-4736-84d0-ce0f3257aa10] succeeded in 0.042178355157375336s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 07:45:00,011: INFO/MainProcess] Task planning.tasks.send_deadline_notification[89ee91d9-d2dc-4653-a717-2aca5c6e314a] received
celery-worker_1  | [2025-10-15 07:45:00,036: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 07:45:00,038: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[89ee91d9-d2dc-4653-a717-2aca5c6e314a] succeeded in 0.02510558906942606s: {'sent': 0, 'failed': 0}
